Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.5849519,0.4187204,0.037925877,0.6289972,0.58567053,0.76612335,0.6835948,0.88146055,0.8336271,0.68654174,0.5908731,NaN,0.19853783,9714
