Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
41,0.7625332,0.4646152,0.007551026,0.8545219,0.7299709,0.86021495,0.6676301,0.9286723,0.76007897,0.80115736,0.59523165,0.22666009,413,0
42,0.7556918,0.4559028,0.007402872,0.84894574,0.72264063,0.8566369,0.66999334,0.9260512,0.77413327,0.79690325,0.5905499,0.23043677,390,420
43,0.7488055,0.44756457,0.0072626,0.8432203,0.7153384,0.85300785,0.66589683,0.9234137,0.7722536,0.7925776,0.58528924,0.23382266,412,453
44,0.741795,0.43947107,0.0071273544,0.83731437,0.7079075,0.8493295,0.6590275,0.92076147,0.7631988,0.78818285,0.5798782,0.23687796,410,433
45,0.7351425,0.43167076,0.0069993553,0.83163065,0.70083255,0.84562266,0.6515119,0.9180969,0.75176513,0.78375334,0.5748514,0.23929231,435,468
46,0.7287963,0.42440936,0.006918312,0.8262061,0.69405055,0.841903,0.64526,0.91543716,0.7431885,0.77930397,0.5701345,0.24212809,476,455
47,0.72444284,0.4180584,0.0067889607,0.82417005,0.68845594,0.83826023,0.7164933,0.9128906,0.8743089,0.7749099,0.60693896,0.20460121,32,3
48,0.7181334,0.40985796,0.0066634524,0.81940085,0.68136805,0.83459276,0.72020197,0.91034025,0.87530386,0.77048254,0.6117935,0.19030628,10,0
49,0.7115715,0.40203917,0.006676262,0.81412834,0.6740908,0.8308914,0.7204822,0.90776974,0.87256,0.76601785,0.6135475,0.17756431,8,9
50,0.7054068,0.39458513,0.0066768476,0.8092487,0.6672394,0.82717705,0.71970975,0.90519357,0.8693307,0.7615416,0.6140289,0.1665783,10,11
