timestamp,cardinality
1,2.0
200,1.16751269035533
400,1.1161616161616161
600,1.09375
800,1.0824175824175823
1000,1.0851063829787233
1200,1.118279569892473
1400,1.1081081081081081
1600,1.1891891891891893
1800,1.160427807486631
2000,1.1242937853107344
2200,1.1235294117647059
2400,1.1369047619047619
2600,1.1965317919075145
2800,1.1420118343195267
3000,1.1497005988023952
3200,1.1724137931034482
3400,1.1754385964912282
3600,1.119047619047619
3800,1.1369047619047619
4000,1.13125
4200,1.1133333333333333
4400,1.139240506329114
4600,1.1055900621118013
4800,1.0337837837837838
5000,1.089655172413793
5200,1.0724637681159421
5400,1.078740157480315
5600,1.0300751879699248
5800,1.069767441860465
6000,1.0241935483870968
6200,1.0546448087431695
6400,1.3762886597938144
6600,1.5265957446808511
6800,1.625
7000,1.5668449197860963
7200,1.6868131868131868
7400,1.6187845303867403
7600,1.6229508196721312
7800,1.565217391304348
8000,1.5777777777777777
8200,1.6390532544378698
8400,1.552325581395349
8600,1.5822784810126582
8800,1.4968152866242037
9000,1.5668789808917198
9200,1.443609022556391
9400,1.4507042253521127
9600,1.375
9800,1.0706521739130435
10000,1.3597883597883598
10200,1.572192513368984
10400,1.5722222222222222
10600,1.7153846153846153
10800,1.765625
11000,1.6616541353383458
11200,1.694915254237288
11400,1.094972067039106
11600,1.4598930481283423
11800,1.4945652173913044
12000,1.5106382978723405
12200,1.726775956284153
12400,1.7311827956989247
12600,1.8907103825136613
12800,1.689265536723164
13000,1.6935483870967742
13200,1.463276836158192
13400,1.6741573033707866
13600,1.6144578313253013
13800,1.7017543859649122
14000,1.5149700598802396
14200,1.5588235294117647
14400,1.585987261146497
14600,1.5153374233128833
14800,1.5222929936305734
15000,1.5064102564102564
15200,1.46
15400,1.4814814814814814
15600,1.4370370370370371
15800,1.2857142857142858
16000,1.330827067669173
16200,1.2773109243697478
16400,1.0604395604395604
16600,1.3494623655913978
16800,1.440217391304348
17000,1.5136612021857923
17200,1.518716577540107
17400,1.553072625698324
17600,1.543956043956044
17800,1.5141242937853108
18000,1.4802259887005649
18200,1.5542168674698795
18400,1.2906976744186047
18600,1.3859649122807018
18800,1.320754716981132
19000,1.4149659863945578
19200,1.376543209876543
19400,1.4733333333333334
19600,1.411764705882353
19800,1.37012987012987
20000,1.3696969696969696
20200,1.3612903225806452
20400,1.4228187919463087
20600,1.2953020134228188
20800,1.3544303797468353
