Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
EaBR,0.9836187,0.9615422,0.004525463,0.30131227,0.98530024,0.98392105,0.97994614,0.9857767,0.9832592,0.98207337,0.97672796,0.0,0.0,0
