Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
MINAS-BR,1,0.89941514,0.7320925,0.0,0.965031,0.8756345,0.89885837,0.90157455,0.9597947,0.9586008,0.84519774,0.85095227
MINAS-BR,2,0.9014135,0.7354527,0.0,0.9635254,0.88078344,0.9004139,0.90491724,0.95796055,0.95662785,0.84938926,0.8585104
MINAS-BR,3,0.9003002,0.7318799,0.0,0.9624211,0.88028306,0.89988226,0.9034249,0.9565031,0.9548284,0.8495901,0.8572733
MINAS-BR,4,0.8999717,0.7337963,0.0,0.9617332,0.87977433,0.89960515,0.90365887,0.95587665,0.95472383,0.84959054,0.85777915
MINAS-BR,5,0.89707166,0.7301087,0.0,0.95928264,0.87666005,0.8986582,0.9013507,0.9549141,0.95240366,0.8486618,0.8554926
MINAS-BR,6,0.8938778,0.7256289,0.0,0.9564662,0.8734277,0.8972436,0.8988967,0.9536209,0.9505261,0.8471602,0.8525869
MINAS-BR,7,0.89105093,0.7222694,0.0,0.95447594,0.8699676,0.8956688,0.896652,0.9524444,0.9493108,0.8452813,0.84952813
MINAS-BR,8,0.88836265,0.71813136,0.0,0.95320934,0.86622655,0.8939657,0.89433426,0.95145714,0.9486313,0.8430262,0.8459164
MINAS-BR,9,0.8851475,0.7128274,0.0,0.9513432,0.862245,0.89209414,0.8915855,0.95043606,0.94724333,0.8405005,0.8421054
MINAS-BR,10,0.8833924,0.708952,0.0,0.9507791,0.8598936,0.8903474,0.88994277,0.9495755,0.9467746,0.8380741,0.83954746
MINAS-BR,11,0.8808406,0.70317763,0.0,0.95003366,0.85636973,0.888557,0.88769525,0.94879794,0.9461031,0.83550906,0.8360797
MINAS-BR,12,0.8778691,0.6971842,0.0,0.94875866,0.8525471,0.8867082,0.88547105,0.94801855,0.9451326,0.8328463,0.8328946
MINAS-BR,13,0.875833,0.69332427,0.0,0.9481343,0.8496905,0.88493377,0.8837302,0.94733673,0.94488704,0.83024395,0.8300087
MINAS-BR,14,0.87409174,0.68961114,0.0,0.9473264,0.84764737,0.88325286,0.8823033,0.9466658,0.94419634,0.82780206,0.82802534
MINAS-BR,15,0.8712222,0.6843214,0.0,0.9457461,0.8442537,0.88151306,0.8799287,0.9459295,0.9430615,0.82531065,0.82471836
MINAS-BR,16,0.8687163,0.6802347,0.0,0.943874,0.84166014,0.87977594,0.8778821,0.94510144,0.9415988,0.82289714,0.82224214
MINAS-BR,17,0.8657606,0.6753711,0.0,0.94188625,0.8384259,0.87801385,0.72945744,0.94420797,0.7833569,0.82049286,0.68249774
MINAS-BR,18,0.86323255,0.67114544,0.0,0.9403762,0.8354695,0.87627643,0.7277697,0.9433167,0.78258914,0.81813276,0.68012756
MINAS-BR,19,0.8410333,0.6512654,0.0,0.91684467,0.81390935,0.8736991,0.87458515,0.9425047,0.9402457,0.8142561,0.8174966
MINAS-BR,20,0.8267089,0.6347657,0.0,0.9017526,0.8009632,0.87066734,0.86549234,0.9415167,0.9336408,0.80973464,0.80661577
MINAS-BR,21,0.81333095,0.6201647,0.0,0.8875152,0.7888686,0.86729485,0.85731936,0.94037473,0.92822427,0.80475444,0.7964783
MINAS-BR,22,0.8019396,0.6067718,0.0,0.87586784,0.7783767,0.86370945,0.8501205,0.93915635,0.9253842,0.7994832,0.78617865
MINAS-BR,23,0.7909542,0.59332055,0.0,0.86486834,0.7681738,0.85993147,0.84302247,0.9378459,0.9225235,0.7939699,0.7761368
MINAS-BR,24,0.7795568,0.57978725,0.0,0.8536149,0.7574131,0.8559557,0.8354036,0.93643886,0.9194667,0.7882121,0.76542395
