timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
33523,18,90.0,0.029410227306173955,1.0,0.0,0.9871641173507039,NP1
33523,18,18.0,0.03436308592470714,1.0,0.0,0.9841872039236542,NP2
33523,18,15.0,0.030570704817032203,0.27016128940383355,0.0,0.985879314179192,NP3
33523,18,11.0,0.011639688588957739,-1.0,3.2115580810307165E-4,0.0,NP3
33523,18,5.0,0.03047457630752742,1.0,0.0,0.9858005082513446,NP4
33523,18,17.0,0.039228374836686966,1.0,0.0,0.9816782820329231,NP5
33523,18,16.0,0.041571643332461286,1.0,0.0,0.9801897035624622,NP6
33523,18,6.0,0.025884491679116762,1.0,0.0,0.9881710609665907,NP7
33523,18,17.0,0.034839075603185846,1.0,0.0,0.9844551235961253,NP8
33523,18,10.0,0.030831780057325037,1.0,0.0,0.9856336787635469,NP9
33523,18,24.0,0.030080569720716373,1.0,0.0,0.9866633787781741,NP10
33523,18,7.0,0.028241492832153797,1.0,0.0,0.9872193321647229,NP11
33523,18,8.0,0.04739608327019821,1.0,0.0,0.9777889115034998,NP12
33523,18,20.0,0.03138200450525721,1.0,0.0,0.9861635548621954,NP13
33523,18,7.0,0.02411541551361786,0.3318196319363697,0.0,0.9896665697746263,NP14
33523,18,33.0,0.01811395383936342,-1.0,3.820605610651275E-4,0.0,NP14
33523,18,33.0,0.04195218883748907,1.0,0.0,0.9810196013468853,NP15
33523,18,14.0,0.03443183434308426,1.0,0.0,0.9846631712789436,NP16
33523,18,16.0,0.034287023592064966,1.0,0.0,0.9839151526641849,NP17
33523,18,7.0,0.03235049661453751,1.0,0.0,0.9862289170148,NP18
33523,18,6.0,0.03824967684185832,0.21826250756440418,0.0,0.9840641824329369,NP19
33523,18,23.0,0.022064493719670574,-1.0,7.528325997774331E-6,0.0,NP19
33523,18,22.0,0.03404382865192905,1.0,0.0,0.9845320449640166,NP20
33523,18,35.0,0.03629143845017755,1.0,0.0,0.9833247949540289,NP21
33523,18,25.0,0.03801662568344675,1.0,0.0,0.9825737266866231,NP22
33523,18,10.0,0.028570116636449712,1.0,0.0,0.9884795233540196,NP23
33523,18,25.0,0.03758728757668308,1.0,0.0,0.9826739190301994,NP24
33523,18,13.0,0.03821670132659184,1.0,0.0,0.9828012865115789,NP25
33523,18,15.0,0.03237369506783474,1.0,0.0,0.9849331130308984,NP26
33523,18,10.0,0.03652856426986135,1.0,0.0,0.9830146149691043,NP27
33523,18,9.0,0.04229487295817532,1.0,0.0,0.9799954150592686,NP28
33523,18,4.0,0.02506904733369854,1.0,0.0,0.9878670268903706,NP29
33523,18,33.0,0.03567174943988031,1.0,0.0,0.9835009505949767,NP30
33523,18,8.0,0.03344190703414509,1.0,0.0,0.9846980355148075,NP31
33523,18,5.0,0.031199968704528278,1.0,0.0,0.9850337423605098,NP32
33523,18,13.0,0.04025750824718112,1.0,0.0,0.9812562573019844,NP33
33523,18,16.0,0.03458397282605116,1.0,0.0,0.9851641478482349,NP34
33523,18,14.0,0.03198756992711146,1.0,0.0,0.9861308842849222,NP35
33523,18,24.0,0.03383515376392988,1.0,0.0,0.9846381207447501,NP36
33523,18,11.0,0.03611188176668044,1.0,0.0,0.9843877196716914,NP37
33523,18,16.0,0.03341355000692927,1.0,0.0,0.9844361573080891,NP38
33523,18,24.0,0.04866254242477775,1.0,0.0,0.9783693781642372,NP39
33523,18,13.0,0.03272666340976204,1.0,0.0,0.9853285810802551,NP40
33523,18,8.0,0.03555003717752762,1.0,0.0,0.9838256537023997,NP41
33523,18,22.0,0.03038811931820571,1.0,0.0,0.9866207072109044,NP42
33523,18,26.0,0.03560751302098169,1.0,0.0,0.9844818724605026,NP43
33523,18,11.0,0.03508481800262306,1.0,0.0,0.9840987403316709,NP44
33523,18,7.0,0.04407100368047492,1.0,0.0,0.9803170735527288,NP45
33523,18,5.0,0.029334878397248514,1.0,0.0,0.9869615568851836,NP46
33523,18,20.0,0.034829768807179355,1.0,0.0,0.9843809202135203,NP47
33523,18,23.0,0.037726215484359504,1.0,0.0,0.9826937662533666,NP48
33523,18,11.0,0.033649819534324076,1.0,0.0,0.9848482462012421,NP49
33523,18,12.0,0.03572010684482625,0.18350741205981236,0.0,0.98286471526469,NP50
33523,18,12.0,0.013299281113880696,-1.0,2.1913517783013112E-5,0.0,NP50
33523,18,42.0,0.03166608942621765,1.0,0.0,0.9857341445626137,NP51
33523,18,10.0,0.03278548705611196,1.0,0.0,0.9845815445687556,NP52
33523,18,10.0,0.03342304610986591,1.0,0.0,0.9850333758903552,NP53
33523,18,30.0,0.034388226117660486,1.0,0.0,0.9837872299988994,NP54
33523,18,7.0,0.036785449180413377,1.0,0.0,0.984957527961293,NP55
33523,18,24.0,0.034368124328394985,1.0,0.0,0.9840397245927966,NP56
33523,18,10.0,0.0457762537781881,1.0,0.0,0.9789889084476625,NP57
33523,18,5.0,0.010408625009758303,1.0,0.0,0.9953202474420829,NP58
33523,18,6.0,0.03199856970110453,0.21117456932455228,0.0,0.9848286777497536,NP59
33523,18,20.0,0.013973563647093817,-1.0,4.178137524430701E-5,0.0,NP59
33523,18,18.0,0.03481602439304299,1.0,0.0,0.9840857825882061,NP60
33523,18,24.0,0.03880232077528009,1.0,0.0,0.9828103664458382,NP61
33523,18,7.0,0.027545805645617552,1.0,0.0,0.9874320504779822,NP62
33523,18,7.0,0.02498484224024524,1.0,0.0,0.9886207096491967,NP63
33523,18,12.0,0.03630470238932001,1.0,0.0,0.9831884539637438,NP64
33523,18,10.0,0.04318673814642629,1.0,0.0,0.9811305344219964,NP65
33523,18,5.0,0.039012891500715415,1.0,0.0,0.9815283780805133,NP66
33523,18,14.0,0.028926675655971935,1.0,0.0,0.9870168595341893,NP67
33523,18,22.0,0.04252742617567508,1.0,0.0,0.9805165593557361,NP68
33523,18,13.0,0.042018137612567445,1.0,0.0,0.9808484629073045,NP69
33523,18,8.0,0.02740249856748461,1.0,0.0,0.9882950649449922,NP70
33523,18,10.0,0.04143717195160464,1.0,0.0,0.9801534106815204,NP71
33523,18,8.0,0.037431550200799676,1.0,0.0,0.9853749212998894,NP72
33523,18,14.0,0.04242813634778115,1.0,0.0,0.9809295427344933,NP73
33523,18,29.0,0.03918044458412721,1.0,0.0,0.9817943226463449,NP74
33523,18,4.0,0.04704481425823233,1.0,0.0,0.9805774624414356,NP75
33523,18,5.0,0.03304748810891402,1.0,0.0,0.9843559163414376,NP76
33523,18,27.0,0.040422915425753804,1.0,0.0,0.9809081745037839,NP77
33523,18,11.0,0.04030188553496145,1.0,0.0,0.9819017376100494,NP78
