Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
EaBR,0.9737903,0.93604493,8.796926E-4,0.04966314,0.9790848,0.9718241,0.96693116,0.9713757,0.96695185,0.9722726,0.96693003,0.0,0.0,0
EaCC,0.96903956,0.92141455,6.583174E-4,0.13239928,0.9803036,0.96592367,0.9607615,0.9565463,0.95338356,0.97548914,0.9683694,0.0,0.0,0
CC,0.77651685,0.68802637,0.020771515,0.106698416,0.7940178,0.81840944,0.80036145,0.8132935,0.7924939,0.82367873,0.80857366,0.0,0.0,0
BR,0.7544153,0.6199461,0.015064081,0.00851384,0.7962652,0.8208567,0.79977125,0.8027038,0.7841436,0.83994657,0.8161602,0.0,0.0,0
EaPS,0.8436631,0.70220596,0.01991186,0.09175781,0.8891661,0.84404826,0.82731843,0.80598223,0.7887674,0.8861967,0.8701182,0.0,0.0,0
PS,0.34300327,0.27446002,0.14353788,0.38155213,0.3252717,0.37737095,0.23892337,0.40496293,0.21915783,0.35344088,0.26810655,0.0,0.0,0
EaMLHT,0.86676055,0.74666166,0.0085233245,0.11032207,0.90420157,0.87053984,0.84650856,0.83857363,0.81482816,0.90508413,0.8808217,0.0,0.0,0
EaISOUPTree,0.9500634,0.8663208,9.411869E-4,0.9505016,0.9727194,0.94028425,0.92647713,0.9209945,0.9047567,0.9605027,0.94938475,0.0,0.0,0
