Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
UnkRM,20,0.2826616,0.2826616,0.2826616,0.2826616,0.2826616,0.2826616,0.2826616,0.2826616,0.2826616,0.2826616,0.2826616
UnkRM,21,0.28848463,0.28848463,0.28848463,0.28848463,0.28848463,0.28848463,0.28848463,0.28848463,0.28848463,0.28848463,0.28848463
UnkRM,22,0.2925642,0.2925642,0.2925642,0.2925642,0.2925642,0.2925642,0.2925642,0.2925642,0.2925642,0.2925642,0.2925642
UnkRM,23,0.15902208,0.15902208,0.15902208,0.15902208,0.15902208,0.15902208,0.15902208,0.15902208,0.15902208,0.15902208,0.15902208
UnkRM,24,0.13000582,0.13000582,0.13000582,0.13000582,0.13000582,0.13000582,0.13000582,0.13000582,0.13000582,0.13000582,0.13000582
UnkRM,25,0.11887859,0.11887859,0.11887859,0.11887859,0.11887859,0.11887859,0.11887859,0.11887859,0.11887859,0.11887859,0.11887859
UnkRM,26,0.10788467,0.10788467,0.10788467,0.10788467,0.10788467,0.10788467,0.10788467,0.10788467,0.10788467,0.10788467,0.10788467
UnkRM,27,0.10487439,0.10487439,0.10487439,0.10487439,0.10487439,0.10487439,0.10487439,0.10487439,0.10487439,0.10487439,0.10487439
UnkRM,28,0.10451774,0.10451774,0.10451774,0.10451774,0.10451774,0.10451774,0.10451774,0.10451774,0.10451774,0.10451774,0.10451774
UnkRM,29,0.10753816,0.10753816,0.10753816,0.10753816,0.10753816,0.10753816,0.10753816,0.10753816,0.10753816,0.10753816,0.10753816
UnkRM,30,0.09768158,0.09768158,0.09768158,0.09768158,0.09768158,0.09768158,0.09768158,0.09768158,0.09768158,0.09768158,0.09768158
UnkRM,31,0.091227375,0.091227375,0.091227375,0.091227375,0.091227375,0.091227375,0.091227375,0.091227375,0.091227375,0.091227375,0.091227375
UnkRM,32,0.08876616,0.08876616,0.08876616,0.08876616,0.08876616,0.08876616,0.08876616,0.08876616,0.08876616,0.08876616,0.08876616
UnkRM,33,0.09043367,0.09043367,0.09043367,0.09043367,0.09043367,0.09043367,0.09043367,0.09043367,0.09043367,0.09043367,0.09043367
UnkRM,34,0.090785176,0.090785176,0.090785176,0.090785176,0.090785176,0.090785176,0.090785176,0.090785176,0.090785176,0.090785176,0.090785176
UnkRM,35,0.090953544,0.090953544,0.090953544,0.090953544,0.090953544,0.090953544,0.090953544,0.090953544,0.090953544,0.090953544,0.090953544
UnkRM,36,0.09138862,0.09138862,0.09138862,0.09138862,0.09138862,0.09138862,0.09138862,0.09138862,0.09138862,0.09138862,0.09138862
UnkRM,37,0.09241019,0.09241019,0.09241019,0.09241019,0.09241019,0.09241019,0.09241019,0.09241019,0.09241019,0.09241019,0.09241019
UnkRM,38,0.095419265,0.095419265,0.095419265,0.095419265,0.095419265,0.095419265,0.095419265,0.095419265,0.095419265,0.095419265,0.095419265
UnkRM,39,0.09785142,0.09785142,0.09785142,0.09785142,0.09785142,0.09785142,0.09785142,0.09785142,0.09785142,0.09785142,0.09785142
UnkRM,40,0.098942414,0.098942414,0.098942414,0.098942414,0.098942414,0.098942414,0.098942414,0.098942414,0.098942414,0.098942414,0.098942414
UnkRM,41,0.09833114,0.09833114,0.09833114,0.09833114,0.09833114,0.09833114,0.09833114,0.09833114,0.09833114,0.09833114,0.09833114
UnkRM,42,0.09747186,0.09747186,0.09747186,0.09747186,0.09747186,0.09747186,0.09747186,0.09747186,0.09747186,0.09747186,0.09747186
UnkRM,43,0.09650321,0.09650321,0.09650321,0.09650321,0.09650321,0.09650321,0.09650321,0.09650321,0.09650321,0.09650321,0.09650321
UnkRM,44,0.09666011,0.09666011,0.09666011,0.09666011,0.09666011,0.09666011,0.09666011,0.09666011,0.09666011,0.09666011,0.09666011
UnkRM,45,0.09743099,0.09743099,0.09743099,0.09743099,0.09743099,0.09743099,0.09743099,0.09743099,0.09743099,0.09743099,0.09743099
UnkRM,46,0.0973199,0.0973199,0.0973199,0.0973199,0.0973199,0.0973199,0.0973199,0.0973199,0.0973199,0.0973199,0.0973199
UnkRM,47,0.09753487,0.09753487,0.09753487,0.09753487,0.09753487,0.09753487,0.09753487,0.09753487,0.09753487,0.09753487,0.09753487
UnkRM,48,0.09871206,0.09871206,0.09871206,0.09871206,0.09871206,0.09871206,0.09871206,0.09871206,0.09871206,0.09871206,0.09871206
UnkRM,49,0.09888706,0.09888706,0.09888706,0.09888706,0.09888706,0.09888706,0.09888706,0.09888706,0.09888706,0.09888706,0.09888706
UnkRM,50,0.10013715,0.10013715,0.10013715,0.10013715,0.10013715,0.10013715,0.10013715,0.10013715,0.10013715,0.10013715,0.10013715
