timestamp,threshold,averOut,label
0,0.04405220402639772,0.7684135947256949,2
0,0.04085606086372275,0.7126624714580073,2
0,0.04030326684352102,0.7030199473302352,2
0,0.042590638839354385,0.74291914821335,2
0,0.036304210757480734,0.6332634134518742,2
0,0.04649965914676231,0.8111051655229745,2
0,0.04494346995466206,0.7839601688626834,2
0,0.04570424283507184,0.7972305201816593,2
0,0.04639211880734005,0.809229312529468,2
0,0.04693302552245991,0.8186644834264214,2
0,0.04301623796720883,0.7503429800731767,2
0,0.03902260765989655,0.6806810894079923,2
0,0.04286196823929974,0.7476520146879047,2
0,0.043977830394374126,0.7671162768911137,2
0,0.04458264348873408,0.777666182718659,2
0,0.0460454372902725,0.8031820602604283,2
0,0.045384243145915465,0.7916486856993618,2
0,0.04412037312496356,0.7696026853338923,2
0,0.04371965316025576,0.7626128269291924,2
0,0.04635650120501684,0.8086080257983821,2
0,0.04481292555497973,0.7816830503019164,2
0,0.04615608901811972,0.8051121859791491,2
0,0.042347776038032366,0.7386828317267294,2
0,0.04707433998361644,0.8211294668587813,2
0,0.0431632794416671,0.7529078612286016,2
0,0.0439911964915841,0.7673494250622794,2
0,0.047184078004968315,0.8230436545669503,2
0,0.04636474947308259,0.8087519023978563,2
0,0.04492557266513632,0.7836479819725092,2
0,0.046470965809629665,0.8106046604786058,2
0,0.04546034489454812,0.7929761475034678,2
0,0.044614563674736894,0.7782229744936184,2
0,0.04457844762509211,0.7775929932214394,2
0,0.04430364716230384,0.7727995801309868,2
0,0.03629022224319549,0.6330194083042462,2
0,0.04547108787451686,0.7931635399855987,2
0,0.04740875402235801,0.8269627344401755,2
0,0.04663449854215107,0.813457202766315,2
0,0.0462969470159847,0.8075692072083351,2
0,0.04490934483572393,0.7833649158919586,2
0,0.045958903546871495,0.8016726305666951,2
0,0.046316784012871356,0.8079152288983533,2
0,0.046479848740545386,0.8107596076606483,2
0,0.04134085445056089,0.7211188470468207,2
0,0.0384704639461241,0.6710499087376486,2
0,0.046899347995890274,0.8180770379211445,2
0,0.0378320682295956,0.6599142128459926,2
0,0.04468566009235473,0.7794631270589952,2
0,0.03689476759377483,0.6435646438101702,2
0,0.039020330323915824,0.6806413652678267,2
0,0.043340277422971904,0.75599528121313,2
0,0.038142375405492486,0.6653269783992715,2
0,0.042787092522267936,0.7463459388591539,2
0,0.03494116469153771,0.6094874605692361,2
0,0.044217345348671874,0.7712941960461283,2
0,0.03819455853061649,0.6662372216810045,2
0,0.04684561386081807,0.817139739985596,2
0,0.03725658720759867,0.6498759536809325,2
0,0.036513026887428676,0.6369058453482183,2
0,0.04645788851567106,0.8103765499746683,2
0,0.04268175415958425,0.7445084954957348,2
0,0.046628984707157754,0.8133610235657147,2
0,0.036684732599296936,0.6399009509554782,2
0,0.04622189472162075,0.8062600512970883,2
0,0.04252666523629548,0.7418032406809009,2
0,0.04586475088992273,0.8000303022614955,2
0,0.04497714559483508,0.784547581463073,2
0,0.04392086615182068,0.7661226353842077,2
0,0.045903101017885736,0.8006992531196316,2
0,0.04385619526864703,0.7649945650206053,2
0,0.04616495658076378,0.8052668650885916,2
0,0.043566858516808006,0.75994759181051,2
0,0.045143611080467445,0.787451280495609,2
0,0.03647274220244887,0.6362031495289767,2
0,0.045150252142294206,0.787567122195335,2
0,0.04331871014669695,0.7556190778276887,2
0,0.04648508594006201,0.8108509614395524,2
0,0.03676883479157048,0.6413679664957336,3
0,0.047388127905798,0.8266029479386509,3
0,0.047446526579059595,0.8276216105785783,3
0,0.048588915384292525,0.8475485837642424,3
0,0.04628628882337277,0.8073832936932406,3
0,0.0406671653374004,0.7093675196249053,3
0,0.04395729012126928,0.7667579877784128,3
0,0.039476833547886885,0.688604264993009,3
0,0.04085098348135116,0.7125739054094706,3
0,0.04780630095146006,0.8338972447924933,3
0,0.039184423828514774,0.6835036892429099,3
0,0.04835698756072633,0.8435030088250949,3
0,0.04738094502752581,0.8264776551993749,3
0,0.0464832269774115,0.8108185350898541,3
0,0.038213831325683664,0.6665734018578034,3
0,0.04688248233001019,0.8177828458998192,3
0,0.0462458240339861,0.8066774562678578,3
0,0.04573059935198648,0.7976902634874582,3
0,0.046806807316087606,0.8164628277358172,3
0,0.048397148556317396,0.8442035470994432,3
0,0.04347080488864622,0.7582721043897668,3
0,0.0418249484165837,0.7295630189750562,3
0,0.04810442247411937,0.8390974529535755,3
0,0.04675511138235876,0.8155610826552423,3
0,0.04412088758425221,0.7696116591757254,3
0,0.03614643020990921,0.630511207962574,3
0,0.04705786824425022,0.8208421461960014,3
0,0.04683496155376686,0.8169539291338066,3
0,0.040726776118682126,0.7104073253676929,3
0,0.04367684887999185,0.761866181180264,3
0,0.04799231035918835,0.8371418533382914,3
0,0.04409049383178837,0.7690814933621387,3
0,0.04611968126935227,0.8044771165263359,3
0,0.044137865925257584,0.7699078166173963,3
0,0.03964626445176188,0.6915596905564199,3
0,0.046212954125951236,0.8061040982543465,3
0,0.04336627308499939,0.7564487300370264,3
0,0.03741984688904208,0.652723733070507,3
