Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MLHT,0.8484766,0.80853003,0.13154657,0.8684535,0.83849174,0.8927351,0.8555616,0.91525656,0.89539474,0.8715874,0.8200566,0.0,0.0,0
ISOUPTree,0.22048877,0.16567746,0.75210565,0.22704977,0.2276306,0.16291018,0.24986812,0.16291103,0.24963419,0.16290963,0.25010377,0.0,0.0,0
